ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"CK-DLXSART-61460","Creative Kids Rainbow Scratch Paper Craft Set - 185 Pieces Scratch Paper Art Kit - Black Scratch Off Pad - Magic Scratchboard Sheets, Stencils - Great Family Activity - Gift for Girls and Boys 4+","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,24.9900,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","CK-DLXSART-61460","Creative Kids Scratch Paper Craft Set (Original+Deluxe)","color","Black,Gold,Silver","model","CK-DLXSART-61460","Option 3","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62438","Creative Kids Sand Art","Toys","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62437/62438","Creative Kids Sand Art Asst","Toys","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,1.4400,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62437-Case Pack 6","Creative Kids Sand Art Asst-Case Pack 6","Toys","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,Case Pack 6,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62438-Case Pack 6","Creative Kids Sand Art-Case Pack 6","Toys","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,Case Pack 6,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CIU-SNEAKER-61484","Creative Kids Sneaker Painting Kit- Complete Shoe Paint Kit for Sneakers- Paint, Brushes, Tape & More Included- Shoe Customization Kit, Create Permanent Designs- for Ages 14+","Toys","Craft It Up",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.5300,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CK-POMPOMART-61485","Creative Kids So Yummy! Pom Pom Art Kit for Kids 3+","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,24.9900,0.0000,0.0000,12.4900,24.9900,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","Title","","","","","","3-5,Creative Kids™,Creativity Central,MCF","","Tax Exempt","Tax Exempt",ACTIVE,"<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-id=""y0f75k-n91b66-5d69h2-y97blz"" data-mce-fragment=""1"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"" data-mce-fragment=""1"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Create Crafty Pom Pom Art: create 5 yummy art pieces that could be hung up with this craft kit for toddlers</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Reusable Fun: This first board games for toddlers can be used endlessly. Just slide out the pom poms</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Work on Fine Motor Skills: sort &amp; maneuver colorful pom poms to create food-themed sensory pictures</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">What You Get: 5 Foam Boards, googly eyes, large &amp; small pom poms, stickers, &amp; string to hang your art</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Mess-Free Entertainment: no glue or cutting is required to enjoy this unique &amp; safe arts &amp; craft</span></li>
</ul>
<span class=""edp-feature-declaration"" data-edp-feature-name=""featurebullets"" data-edp-asin=""B09N9SJ52Z"" data-data-hash=""359062060"" data-defects='[{""id"":""defect-mismatch-info"",""value"":""Different from product""},{""id"":""defect-missing-information"",""value"":""Missing information""},{""id"":""defect-unessential-info"",""value"":""Unimportant information""},{""id"":""defect-other-productinfo-issue"",""value"":""Other""}]' data-metadata=""CATALOG"" data-feature-container-id="""" data-custom-event-handler="""" data-display-name=""Bullet Points"" data-edit-data-state=""featureBulletsEDPEditData"" data-position="""" data-resolver=""CQResolver"" data-mce-fragment=""1""></span>
</div>
</div>
<div id=""serviceCapabilities_feature_div"" class=""celwidget"" data-feature-name=""serviceCapabilities"" data-csa-c-id=""amx278-df4eg4-aip862-d6y7bh"" data-mce-fragment=""1"">
<h3 class=""a-spacing-mini"">Art Made Simple &amp; Mess-Free</h3>
<p class=""a-spacing-base"">Give kids a craft that will help their overall development while having fun. They will improve their dexterity and fine motor skills by carefully sorting, grasping &amp; inserting their pom poms into the boards.</p>
<p class=""a-spacing-base"">As their visual motor &amp; creativity get developed, they will discover new &amp; exciting ways of trying out different ideas. Provide kids 3+ with the perfect creative outlet that will motivate them to exercise their creative thinking.</p>
<p class=""a-spacing-base"">Follow along in the instructions for step-by-step directions that make it easy for little kids to create delicious masterpieces. They can complete 5 food related boards using large &amp; small pom poms, googly eyes &amp; stickers.</p>
<p class=""a-spacing-base"">Kids will learn their colors by matching the pom poms to the colors on the boards. They can even hang up their yummy art by using the included string! Creating flavorful crafts has never been this easy or exciting!</p>
</div>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CK-SPINPAINT-78607-MF","Creative Kids Spin & Paint Art Kit - Spinning Art Machine + Flexible Splatter Guard + 5 Bottles of Paint + 8 Large, 8 Small, 4 Round Cards + 4 White Crayons | Preschool Toddlers, Children & Adults, 6+","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,4.0400,Unit,,,,,"","","","","","","","","","","","","CK-SPINPAINT-78607-MF","Creative Kids Spin & Paint","color","Multicolor","style","Extra Large","model","Spin & Paint Art Kit","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CK-SPINPAINT-78607","Creative Kids Spin & Paint Art Kit - Spinning Art Machine, Bottles Paint & Cards & White Crayons|6+","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,29.9900,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,4.0400,Unit,,,,,"","","","","","","","","","","","","","","Title","","","","","","6-8,CREATIVE KIDS,Creative Kids™,Creativity Central,MCF,Retail","","Tax Exempt","Tax Exempt",ACTIVE,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">GIVE LIFE TO AWESOME PROJECTS! – present your kids with an awesome and fun activity that is bound to hold their interest for a long time to come! Simply put paint onto the machine and create amazing patterns including bookmarks, cards or any other project!</span></li>
<li><span class=""a-list-item"">FUN &amp; EDUCATIONAL AT THE SAME TIME! – our Magic art spinner set is perfect for preschool toddlers and children Since it will not only provide them with hours of fun but it will also work their creativity and imagination in different exciting ways!</span></li>
<li><span class=""a-list-item"">MESS-FREE FUN…MOST OF THE TIME! – our Magic spinning machine includes a splash guard to avoid colorful messes on your furniture and your kids’ clothes but it is still advised that you wear old clothing that you will not miss if your children make a huge mess!</span></li>
<li><span class=""a-list-item"">PERFECT FOR KIDS &amp; ADULTS TOO! – our Interactive spin &amp; paint set is not just great for children but also for their proud parents and grandparents! Help your kids understand how to use this game set and rest assured that you will be having a lot of fun-filled, family moments together!</span></li>
<li><span class=""a-list-item"">HOURS OF FUN OR YOUR MONEY BACK! – we invite you to get this spin &amp; paint art set and if you or your kids don't absolutely love it, just get in touch with us and we will make it right! After all, your purchase is covered under our 100% satisfaction guarantee! Requires 1 D Battery</span></li>
</ul>
<p><strong><span class=""a-text-bold"">DISCOVER HOW YOU CAN PROVIDE YOUR KIDS WITH HOURS &amp; HOURS OF CREATIVE FUN!</span></strong></p>
<p>Are you looking for a fun time activity for you and your kids or grandkids? How about a game that will help your kids expand their creativity and imagination?</p>
<p>If that’s the case, then you’ll definitely love what we have in store for you.</p>
<p><strong><span class=""a-text-bold"">PRESENTING THE ULTIMATE SPIN &amp; PAINT ART KIT BY CREATIVE KIDS!</span></strong></p>
<p>Spin and paint sounds messy, doesn’t it? Well, don’t worry about it! Not only do we provide you with a splash guard to avoid messy accidents but we also promise that our magic spinning kit is extremely easy to clean!</p>
<p>All you got to do is take a sponge or a paper towel and wipe down the machine using water and soap!</p>
<p>Plus, the Splatter Guard and Card Spinner can be washed under running water while the paint is still wet</p>
<p> </p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CK-SPREFILL-60011","Creative Kids Spin & Paint Refill Pack - 8 x Large Cards - 8 x Small Cards - 4 x Round Cards - 5 Bottles Of Colored Paint","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,14.6600,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.9300,Unit,,,,,"","","","","","","","","","","","","CK-SPINPAINT-78607-MF","Creative Kids Spin & Paint","color","Multicolor","style","Large","model","Spin & Paint Refill Pack","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CK-SPINGUAR-61079","Creative Kids Spin and Paint Splatter Guard- Replacement Splatter Guard Spin and Paint Art Kit- 1 Plastic Guard Included","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","CK-SPINPAINT-78607-MF","Creative Kids Spin & Paint","color","Multicolor","style","Splatter Guard","model","Spin & Paint","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62299","Creative Kids Water Art - Construction","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"653899622992",0.0000,0.0000,FOB,,"","",0.0000000,11.9800,0.0000,0.0000,5.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.0000,Unit,,,,,"","","","","","","","","","","","","","","Title","","","","","","FaireImport3,Missing Info,Wholesale","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62297-6Pc Inner Carton","Creative Kids Water Art - Construction-6Pc Inner Carton","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62297-Case Pack 24, Inner 6","Creative Kids Water Art - Construction-Case Pack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62299-Case Pack 24, Inner 6","Creative Kids Water Art - Construction-Case Pack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"6DD2299-Case Pack 24, Inner 6","Creative Kids Water Art - Construction-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"DD62297-Case Pack 24, Inner 6","Creative Kids Water Art - Construction-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62299-Case Pack 6-6Pc Inner Carton","Creative Kids Water Art - Construction-Casepack 6-6Pc Inner Carton","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62296-6Pc Inner Carton","Creative Kids Water Art - Dragon-6Pc Inner Carton","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62296-Case Pack 24, Inner 6","Creative Kids Water Art - Dragon-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62298","Creative Kids Water Art - Farm","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"653899622985",0.0000,0.0000,FOB,,"","",0.0000000,11.9800,0.0000,0.0000,5.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.0000,Unit,,,,,"","","","","","","","","","","","","","","Title","","","","","","FaireImport3,Missing Info,Wholesale","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62298-6Pc Inner Carton","Creative Kids Water Art - Farm-6Pc Inner Carton","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62298-Case Pack 24, Inner 6","Creative Kids Water Art - Farm-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62295","Creative Kids Water Art - Princesses","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"653899622954",0.0000,0.0000,FOB,,"","",0.0000000,11.9800,0.0000,0.0000,5.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.0000,Unit,,,,,"","","","","","","","","","","","","","","Title","","","","","","FaireImport3,Missing Info,Wholesale","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62295-6Pc Inner Box-DELETE 24","Creative Kids Water Art - Princesses","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","FaireImport3, Missing Info, Wholesale","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62295-6Pc Inner Carton","Creative Kids Water Art - Princesses-6Pc Inner Carton","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,0.0000,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","","China"
"62295-Case Pack 24, Inner 6","Creative Kids Water Art - Princesses-Case Pack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"DD62295-Case Pack 24, Inner 6","Creative Kids Water Art - Princesses-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"62294-Case Pack 24, Inner 6","Creative Kids Water Art - Space-Casepack 24, Inner 6","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,FOB,"DAVID Suzhou Creative Kids Co., Ltd","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes,No Drop Ship,,0.0000,"Case Pack 24, Inner 6",,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"YH-WRB-78046-MF","Creative Kids Wooden Reading Blocks - Set of 5 Spinning Alphabet Blocks w/ Easy-Grip Handles - Kindergarten Preschool Learning Activities Letter Work - Wooden Montessori Toys Gifts for Kids Toddlers","Toys","Creative Kids",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,in,"",0.0000,0.0000,Amazon FBA,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2.8100,Unit,,,,,"","","","","","","","","","","","","","","","","","","","","","","Tax Exempt","Tax Exempt",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
